2015-08-19 18:26:18.153 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization started
2015-08-19 18:26:21.921 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsGuestbookExt]; using defaults.
2015-08-19 18:26:21.929 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsUserSite]; using defaults.
2015-08-19 18:26:21.934 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.ChannelTxt]; using defaults.
2015-08-19 18:26:21.941 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsAcquisitionTemp]; using defaults.
2015-08-19 18:26:21.948 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsSiteAccessCount]; using defaults.
2015-08-19 18:26:21.953 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.Ftp]; using defaults.
2015-08-19 18:26:21.961 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsScoreGroup]; using defaults.
2015-08-19 18:26:21.976 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsCommentExt]; using defaults.
2015-08-19 18:26:21.988 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsGroup]; using defaults.
2015-08-19 18:26:21.992 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsVoteTopic]; using defaults.
2015-08-19 18:26:22.034 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsSearchWords]; using defaults.
2015-08-19 18:26:22.040 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsScoreRecord]; using defaults.
2015-08-19 18:26:22.051 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.CmsModel]; using defaults.
2015-08-19 18:26:22.059 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsSiteCompany]; using defaults.
2015-08-19 18:26:22.063 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.ContentType]; using defaults.
2015-08-19 18:26:22.073 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel.channelTxtSet]; using defaults.
2015-08-19 18:26:22.075 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.contentTxtSet]; using defaults.
2015-08-19 18:26:22.076 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.contentCheckSet]; using defaults.
2015-08-19 18:26:22.077 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.tags]; using defaults.
2015-08-19 18:26:22.078 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel.viewGroups]; using defaults.
2015-08-19 18:26:22.079 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.pictures]; using defaults.
2015-08-19 18:26:22.081 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel.attr]; using defaults.
2015-08-19 18:26:22.083 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsUser.attr]; using defaults.
2015-08-19 18:26:22.084 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsUser.userExtSet]; using defaults.
2015-08-19 18:26:22.085 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.attachments]; using defaults.
2015-08-19 18:26:22.085 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsTask.attr]; using defaults.
2015-08-19 18:26:22.086 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel.contriGroups]; using defaults.
2015-08-19 18:26:22.087 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsRole.perms]; using defaults.
2015-08-19 18:26:22.088 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.jobApplys]; using defaults.
2015-08-19 18:26:22.089 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.comments]; using defaults.
2015-08-19 18:26:22.089 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.attr]; using defaults.
2015-08-19 18:26:22.090 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsSite.txt]; using defaults.
2015-08-19 18:26:22.091 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsAdvertising.attr]; using defaults.
2015-08-19 18:26:22.091 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel.channelModels]; using defaults.
2015-08-19 18:26:22.092 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.files]; using defaults.
2015-08-19 18:26:22.093 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsGroup.contriChannels]; using defaults.
2015-08-19 18:26:22.093 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsSite.logs]; using defaults.
2015-08-19 18:26:22.094 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.scoreRecordSet]; using defaults.
2015-08-19 18:26:22.095 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel.users]; using defaults.
2015-08-19 18:26:22.095 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsSite.cfg]; using defaults.
2015-08-19 18:26:22.096 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsUser.userResumeSet]; using defaults.
2015-08-19 18:26:22.097 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsMessage.receiverMsgs]; using defaults.
2015-08-19 18:26:22.097 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsUser.channels]; using defaults.
2015-08-19 18:26:22.098 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsSite.attr]; using defaults.
2015-08-19 18:26:22.099 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content.viewGroups]; using defaults.
2015-08-19 18:26:22.099 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsConfig.attr]; using defaults.
2015-08-19 18:26:22.100 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel.child]; using defaults.
2015-08-19 18:26:22.100 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsGroup.viewChannels]; using defaults.
2015-08-19 18:26:22.274 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.impl.SessionFactoryObjectFactory - Not binding factory to JNDI, no JNDI name configured
2015-08-19 18:26:22.276 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cache.UpdateTimestampsCache - starting update timestamps cache at region: org.hibernate.cache.UpdateTimestampsCache
2015-08-19 18:26:22.277 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [org.hibernate.cache.UpdateTimestampsCache]; using defaults.
2015-08-19 18:26:22.280 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cache.StandardQueryCache - starting query cache at region: org.hibernate.cache.StandardQueryCache
2015-08-19 18:26:22.281 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [org.hibernate.cache.StandardQueryCache]; using defaults.
2015-08-19 18:26:22.299 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'sessionFactory' of type [class org.springframework.orm.hibernate3.LocalSessionFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.301 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'sessionFactory' of type [class org.hibernate.impl.SessionFactoryImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.306 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'unifiedUserDao' of type [class com.jeecms.core.dao.impl.UnifiedUserDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.346 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'configDao' of type [class com.jeecms.core.dao.impl.ConfigDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.347 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'configMng' of type [class com.jeecms.core.manager.impl.ConfigMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.374 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'pwdEncoder' of type [class com.jeecms.common.security.encoder.Md5PwdEncoder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.375 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'unifiedUserMng' of type [class com.jeecms.core.manager.impl.UnifiedUserMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.388 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'org.apache.shiro.authc.credential.HashedCredentialsMatcher#17bf9b45' of type [class org.apache.shiro.authc.credential.HashedCredentialsMatcher] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.442 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'contentDao' of type [class com.jeecms.cms.dao.main.impl.ContentDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.505 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelDao' of type [class com.jeecms.cms.dao.main.impl.ChannelDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.549 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsSiteCompanyDao' of type [class com.jeecms.core.dao.impl.CmsSiteCompanyDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.550 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsSiteCompanyMng' of type [class com.jeecms.core.manager.impl.CmsSiteCompanyMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.571 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsSiteDao' of type [class com.jeecms.core.dao.impl.CmsSiteDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.594 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsUserSiteDao' of type [class com.jeecms.core.dao.impl.CmsUserSiteDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.602 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsUserSiteMng' of type [class com.jeecms.core.manager.impl.CmsUserSiteMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.618 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'realPathResolver' of type [class com.jeecms.common.web.springmvc.ServletContextRealPathResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.635 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsFileDaoImpl' of type [class com.jeecms.cms.dao.assist.impl.CmsFileDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.636 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsFileMngImpl' of type [class com.jeecms.cms.manager.assist.impl.CmsFileMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.640 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsResourceMng' of type [class com.jeecms.cms.manager.assist.impl.CmsResourceMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.658 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'ftpDao' of type [class com.jeecms.core.dao.impl.FtpDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.659 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'ftpMng' of type [class com.jeecms.core.manager.impl.FtpMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.662 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsSiteMng' of type [class com.jeecms.core.manager.impl.CmsSiteMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.698 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsGroupDao' of type [class com.jeecms.core.dao.impl.CmsGroupDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.698 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsGroupMng' of type [class com.jeecms.core.manager.impl.CmsGroupMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.714 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelCountDao' of type [class com.jeecms.cms.dao.main.impl.ChannelCountDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.725 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsConfigDao' of type [class com.jeecms.core.dao.impl.CmsConfigDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.726 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsConfigMng' of type [class com.jeecms.core.manager.impl.CmsConfigMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.729 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelCountMng' of type [class com.jeecms.cms.manager.main.impl.ChannelCountMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.742 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsModelDao' of type [class com.jeecms.cms.dao.main.impl.CmsModelDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.743 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsModelMng' of type [class com.jeecms.cms.manager.main.impl.CmsModelMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.760 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelExtDao' of type [class com.jeecms.cms.dao.main.impl.ChannelExtDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.761 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelExtMng' of type [class com.jeecms.cms.manager.main.impl.ChannelExtMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.775 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelTxtDao' of type [class com.jeecms.cms.dao.main.impl.ChannelTxtDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.776 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelTxtMng' of type [class com.jeecms.cms.manager.main.impl.ChannelTxtMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.800 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsTopicDao' of type [class com.jeecms.cms.dao.main.impl.CmsTopicDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.804 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsTopicMng' of type [class com.jeecms.cms.manager.main.impl.CmsTopicMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.833 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsAcquisitionHistoryDao' of type [class com.jeecms.cms.dao.assist.impl.CmsAcquisitionHistoryDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.834 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsAcquisitionHistoryMng' of type [class com.jeecms.cms.manager.assist.impl.CmsAcquisitionHistoryMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.849 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsAcquisitionDao' of type [class com.jeecms.cms.dao.assist.impl.CmsAcquisitionDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.870 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'contentTypeDao' of type [class com.jeecms.cms.dao.main.impl.ContentTypeDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.871 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'contentTypeMng' of type [class com.jeecms.cms.manager.main.impl.ContentTypeMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.874 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsAcquisitionMng' of type [class com.jeecms.cms.manager.assist.impl.CmsAcquisitionMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.877 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'channelMng' of type [class com.jeecms.cms.manager.main.impl.ChannelMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.891 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'contentCountDao' of type [class com.jeecms.cms.dao.main.impl.ContentCountDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.893 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'contentCountMng' of type [class com.jeecms.cms.manager.main.impl.ContentCountMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.927 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsKeywordDao' of type [class com.jeecms.cms.dao.assist.impl.CmsKeywordDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.927 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cmsKeywordMng' of type [class com.jeecms.cms.manager.assist.impl.CmsKeywordMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.930 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'staticPageDao' of type [class com.jeecms.cms.staticpage.StaticPageDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.939 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'tplMessageSource' of type [class org.springframework.context.support.ReloadableResourceBundleMessageSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.953 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'cms_topic_list' of type [class com.jeecms.cms.action.directive.CmsTopicListDirective] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.970 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'contentTagDao' of type [class com.jeecms.cms.dao.main.impl.ContentTagDaoImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-19 18:26:22.971 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Bean 'contentTagMng' of type [class com.jeecms.cms.manager.main.impl.ContentTagMngImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
